Modelo,Neurona,Media,Desv_Std,Pct_Cerca_Cero,Tipo_Detector,Gradiente_H,Gradiente_V,Max_Pos_Ubicacion,Max_Neg_Ubicacion
NET2_normal,46,-0.0006771756452508271,0.004503875970840454,92.14,localizado,0.002155533991754055,0.002160498406738043,"(24, 46)","(72, 52)"
NET2_normal,47,-0.0019115289906039834,0.031099749729037285,61.8,textura,0.010315393097698689,0.01028626598417759,"(34, 77)","(79, 38)"
NET2_normal,48,-0.0018521732417866588,0.008389338850975037,82.53,localizado,0.0028021016623824835,0.0027417251840233803,"(77, 52)","(40, 72)"
NET2_normal,49,-0.0035220286808907986,0.03214788809418678,66.24,textura,0.010815356858074665,0.010303812101483345,"(46, 24)","(44, 21)"
NET2_normal,50,-0.001653551124036312,0.011993715539574623,75.79,textura,0.0045279283076524734,0.004611788783222437,"(72, 74)","(75, 58)"
NET2_normal,51,-0.008290348574519157,0.02808491885662079,70.7,textura,0.010237790644168854,0.009278351441025734,"(46, 24)","(32, 72)"
NET2_normal,52,0.0026951662730425596,0.027820609509944916,62.7,textura,0.008985058404505253,0.008530519902706146,"(68, 77)","(74, 48)"
NET2_normal,53,0.0011436550412327051,0.03216385841369629,60.480000000000004,textura,0.014057961292564869,0.01309316884726286,"(50, 53)","(47, 59)"
NET2_normal,54,-0.0031885860953480005,0.029908791184425354,62.22,textura,0.010971562936902046,0.010309362784028053,"(78, 49)","(71, 75)"
NET2_normal,55,-0.0010180630488321185,0.029606524854898453,61.86000000000001,textura,0.010437686927616596,0.010487142018973827,"(72, 44)","(22, 52)"
NET2_normal,56,-0.0037770450580865145,0.03274231404066086,59.68,textura,0.012159215286374092,0.011482794769108295,"(57, 54)","(25, 63)"
NET2_normal,57,-0.004984626080840826,0.013470693491399288,75.33999999999999,textura,0.004119154065847397,0.0037886921782046556,"(32, 63)","(53, 48)"
NET2_normal,58,4.779355367645621e-05,0.03365662693977356,59.9,textura,0.014028993435204029,0.01277337595820427,"(52, 80)","(40, 48)"
NET2_normal,59,-0.0010927795665338635,0.025367693975567818,62.36000000000001,textura,0.009340666234493256,0.008997137658298016,"(77, 44)","(51, 37)"
NET2_normal,60,-0.0010650136973708868,0.0038745969068259,93.41000000000001,localizado,0.001955850748345256,0.0020081328693777323,"(63, 72)","(35, 43)"
NET2_normal,61,-0.0007175994105637074,0.00390883581712842,94.02000000000001,localizado,0.001975182443857193,0.0019577587954699993,"(72, 55)","(28, 75)"
NET2_normal,62,0.0007470540585927665,0.023863453418016434,63.7,textura,0.00796644389629364,0.007727016229182482,"(77, 34)","(47, 58)"
NET2_normal,63,-0.004180171526968479,0.040465496480464935,59.06,textura,0.01598295010626316,0.015263804234564304,"(44, 76)","(66, 22)"
NET2_normal,64,-0.00920017808675766,0.038413044065237045,66.24,textura,0.01402894128113985,0.012930240482091904,"(54, 42)","(78, 52)"
NET2_normal,65,-0.005773263052105904,0.032843898981809616,63.13999999999999,textura,0.01195687148720026,0.01134737953543663,"(68, 30)","(78, 40)"
NET2_normal,66,-0.005284264218062162,0.01594213768839836,73.02,textura,0.005242890678346157,0.0050857639871537685,"(64, 62)","(75, 57)"
NET2_normal,67,-0.005238459911197424,0.014760314486920834,73.86,textura,0.004931258969008923,0.004686515312641859,"(74, 29)","(74, 56)"
NET2_normal,68,-0.0034929350949823856,0.007993820123374462,82.89,localizado,0.002771734958514571,0.0027856614906340837,"(41, 79)","(27, 31)"
NET2_normal,69,-0.007373876869678497,0.03375808894634247,66.31,textura,0.010015524923801422,0.009730583056807518,"(40, 52)","(62, 77)"
NET2_normal,70,-0.001194046693854034,0.003285633400082588,94.92,localizado,0.001312963548116386,0.0013151047751307487,"(29, 60)","(67, 53)"
NET2_normal,71,-0.005735987797379494,0.014887997880578041,71.23,textura,0.004300639033317566,0.004344715736806393,"(79, 45)","(49, 63)"
NET2_normal,72,-0.0015737961512058973,0.006021599750965834,86.64,localizado,0.0027148837689310312,0.002757640788331628,"(21, 30)","(66, 47)"
NET2_normal,73,-0.007074104156345129,0.03445295989513397,68.66,textura,0.013089407235383987,0.012627373449504375,"(22, 34)","(77, 56)"
NET2_normal,74,-0.005091614555567503,0.018855473026633263,73.14,textura,0.0056760613806545734,0.0056409589014947414,"(22, 65)","(77, 36)"
NET2_normal,75,-0.0008410539594478905,0.003754504257813096,94.3,localizado,0.0018219150369986892,0.0017458659131079912,"(69, 49)","(53, 70)"
NET2_normal,76,0.0010987684363499284,0.026063358411192894,64.14999999999999,textura,0.008210486732423306,0.008083097636699677,"(56, 50)","(51, 60)"
NET2_normal,77,0.0028966895770281553,0.03134710714221001,61.370000000000005,textura,0.013214139267802238,0.012911941856145859,"(44, 78)","(53, 27)"
NET2_normal,78,-0.0057447245344519615,0.020289095118641853,67.92,textura,0.006125800311565399,0.0058884648606181145,"(77, 36)","(57, 36)"
NET2_normal,79,-0.001096207182854414,0.004124341532588005,93.25,localizado,0.0019303308799862862,0.001940897316671908,"(52, 79)","(49, 73)"
NET2_normal,80,-0.0009111494873650372,0.0037339937407523394,94.25,localizado,0.001906743273139,0.0018739032093435526,"(38, 69)","(29, 46)"
NET2_normal,81,-0.0007814353448338807,0.0039371587336063385,94.08,localizado,0.0020982648711651564,0.002124128630384803,"(40, 75)","(36, 59)"
NET2_normal,82,-0.0011805851245298982,0.0044448040425777435,92.75999999999999,localizado,0.0019787587225437164,0.0019213695777580142,"(44, 37)","(62, 69)"
NET2_normal,83,-0.003393031656742096,0.01267668604850769,78.12,textura,0.004560692235827446,0.0043974993750452995,"(39, 47)","(32, 72)"
NET2_normal,84,-0.0010052141733467579,0.00314809731207788,95.35,localizado,0.00116596685256809,0.0011565018212422729,"(67, 38)","(56, 34)"
NET2_normal,85,0.0047287242487072945,0.030700357630848885,59.98,textura,0.014016294851899147,0.013062799349427223,"(62, 19)","(50, 42)"
NET2_normal,86,-0.0046094609424471855,0.016766872256994247,74.13,textura,0.0050660972483456135,0.0047174859791994095,"(39, 69)","(74, 34)"
NET2_normal,87,-0.001409399090334773,0.0045378487557172775,91.91,localizado,0.0023333702702075243,0.00234088022261858,"(63, 69)","(50, 68)"
NET2_normal,88,-0.005186691880226135,0.015691444277763367,69.17,textura,0.0050378418527543545,0.004931637551635504,"(74, 35)","(45, 62)"
NET2_normal,89,0.004520411137491465,0.019894247874617577,66.09,textura,0.006075409706681967,0.005914338864386082,"(21, 53)","(48, 53)"
NET2_normal,90,8.3634426118806e-05,0.030549461022019386,59.58,textura,0.01290797721594572,0.012376953847706318,"(77, 35)","(52, 30)"
NET2_normal,91,-0.0027221639174968004,0.009158847853541374,81.15,localizado,0.0031973158475011587,0.003137496765702963,"(77, 47)","(58, 26)"
NET2_normal,92,-0.0019855706486850977,0.005940719973295927,87.32,localizado,0.0026223179884254932,0.0026589990593492985,"(52, 38)","(24, 53)"
NET2_normal,93,-0.0007640733383595943,0.0034973982255905867,95.36,localizado,0.0017064568819478154,0.001687479903921485,"(50, 60)","(47, 70)"
NET2_normal,94,-0.0056189438328146935,0.019913138821721077,70.36,textura,0.0060421172529459,0.005703840870410204,"(53, 38)","(40, 74)"
NET2_normal,95,-0.003536711446940899,0.008298979140818119,81.42,localizado,0.0028426735661923885,0.00289849191904068,"(27, 67)","(75, 51)"
NET2_normal,96,0.003672475926578045,0.03315981850028038,58.84,textura,0.013436236418783665,0.013326815329492092,"(45, 22)","(63, 39)"
NET2_normal,97,-0.008007078431546688,0.023208241909742355,67.96,textura,0.007339952047914267,0.007090249098837376,"(20, 66)","(77, 56)"
NET2_normal,98,-0.003466577036306262,0.013738434761762619,73.46000000000001,textura,0.004618309438228607,0.004430035129189491,"(75, 57)","(28, 26)"
NET2_normal,99,-0.004812667611986399,0.01795894280076027,73.11,textura,0.006254744715988636,0.005955781787633896,"(24, 32)","(40, 23)"
NET2_normal,100,-0.0008288302342407405,0.03525148704648018,58.650000000000006,textura,0.014062976464629173,0.01311518345028162,"(49, 37)","(43, 81)"
NET2_normal,101,-0.0010781493037939072,0.0031080448534339666,95.58,localizado,0.0012098534498363733,0.0012331849429756403,"(36, 59)","(67, 72)"
NET2_normal,102,-0.000361506623448804,0.0014553050277754664,99.78,localizado,0.00043632855522446334,0.0004261168069206178,"(49, 66)","(59, 68)"
NET2_normal,103,-0.0008124156156554818,0.0028668746817857027,96.24000000000001,localizado,0.0009953227126970887,0.000960707024205476,"(49, 64)","(52, 66)"
NET2_normal,104,-0.001248422428034246,0.004211342893540859,92.75999999999999,localizado,0.0021947300992906094,0.002230856567621231,"(56, 45)","(59, 29)"
NET2_normal,105,-0.0012195553863421082,0.004396348260343075,92.35,localizado,0.0021508776117116213,0.0021256261970847845,"(35, 79)","(75, 56)"
NET2_normal,106,-0.0009515871061012149,0.0026914579793810844,97.14,localizado,0.0010404157219454646,0.0010574713815003633,"(75, 41)","(46, 75)"
NET2_normal,107,-0.001145696733146906,0.027742739766836166,61.919999999999995,textura,0.009810524061322212,0.009240199811756611,"(77, 36)","(54, 24)"
NET2_normal,108,-0.00020993547514081,0.03016626089811325,59.84,textura,0.013488700613379478,0.01268952526152134,"(71, 75)","(71, 48)"
NET2_normal,109,-0.003276481991633773,0.007340640295296907,82.84,localizado,0.0025577989872545004,0.002499813912436366,"(42, 26)","(75, 40)"
NET2_normal,110,-0.006096909288316965,0.02253975160419941,71.21,textura,0.00725613534450531,0.007002843078225851,"(46, 59)","(71, 75)"
NET2_normal,111,-0.000641386432107538,0.0039756097830832005,93.92,localizado,0.0018810052424669266,0.001905520330183208,"(44, 76)","(52, 33)"
NET2_normal,112,-0.0034862023312598467,0.013849299401044846,74.3,textura,0.004398874007165432,0.004349866881966591,"(30, 29)","(31, 68)"
NET2_normal,113,-0.0012784010032191873,0.004335077945142984,92.39,localizado,0.002124879974871874,0.002172287553548813,"(56, 75)","(51, 71)"
NET2_normal,114,-0.0012759178644046187,0.004086196888238192,92.78,localizado,0.0019676315132528543,0.001956953899934888,"(35, 23)","(49, 34)"
NET2_normal,115,-0.00402058893814683,0.011234898120164871,78.95,textura,0.003621583105996251,0.0035507979337126017,"(26, 30)","(45, 77)"
NET2_normal,116,-0.00127662462182343,0.003749235300347209,93.28,localizado,0.001807199907489121,0.001813410548493266,"(68, 73)","(70, 62)"
